id,type,text,stance
74-2-21,comment2,周深家庭的殷实的背景，给了他裸辞试错的机会，他有试错成本，凡是抛开代价成本，谈理想，都是耍流氓。,against
74-2-22,comment2,话是这么说没错，没经历过裸辞的人感受不到，等你裸辞完了，再去找工作，房租生活费车费乱七八糟的都压在你身上，那时候会更加奔溃，不会比你工作时遇到的奔溃少，而且后来你会发现，其实每家公司都是一样的，甚至还不如你之前的公司，裸辞的前提是你有足够的资金支撑着你接下来的生活,against
74-2-24,comment2,可能辞完身心健康个一周，之后随着找工作的难耐和经济压力反而导致身心更不健康，不能盲目鼓吹裸辞，真的要考虑各方面因素,against
74-2-25,comment2,那段反复看了很多遍，周深才是理解到普通百姓，我裸辞也是感到身心健康被影响了，我一想到要做那工作，我就恐怖，焦虑不安,favor
74-2-27,comment2,最近刚裸辞了，但为了房租，伙食费，很快又找好了下家不得不说，裸辞之后的每一天都很快乐，今天是这家公司的last day ，未来可期,favor
74-2-29,comment2,我每次都是裸辞。虽然所有人都说要找好下家。解释多了不想解释。我想怎么样就怎么样。没吃你家饭,favor
74-2-33,comment2,我就是这样，与其每天工作的烦躁，易怒，还不如放过自己，重新找份自己喜欢的，不为别的，只想让自己每天过得开心一点,favor
74-2-36,comment2,我5月的时候裸辞过一段，只想说周深说的有道理，而大家说的也没错。都是成年人了，你还不能为自己裸辞的代价买单了吗？很多人就是裸辞后失业太久，或者下一家还不如上一家。要有自己的判断，要做好应对裸辞可能带来的一些风险的准备，不要巨婴一样，听谁说啥就是啥,favor
74-2-37,comment2,我不能裸辞啊，辞了我不确定能不能短时间内找到工作，以我家的经济条件，我不工作全家就得饿肚子,against
74-2-38,comment2,我在前单位工作快五年了，从进去就被各个岗位丢来丢去的当备胎，因为是亲戚介绍的，人家也不好意思开除我，工作很轻松没啥压力，但是一直没有一个稳定的位置给我，每天都在怀疑人生，怀疑自己的能力，时不时崩溃，忍不下去所以裸辞了，在家十天每天都承受着我爸的冷暴力，还好我老公和我妈都支持我,favor
74-2-39,comment2,真的是 穷。但是疫情期间还是裸辞了。明明也知道不好找工作。但真的是天天崩溃。心里感觉都出问题了。自己都觉得自己不正常,favor
74-2-47,comment2,我也没有存款 但我已经不开心很久了 说辞就辞了,favor
74-2-49,comment2,每段工作都是裸辞的我嘻嘻 主要是没太多压力 先gap玩一阵子再继续找工作 相信我会非常开心的！,favor
74-2-51,comment2,攒够了五个月的房贷才敢裸辞,favor
74-2-63,comment2,好不容易考上的事业编 不敢辞,against
74-2-66,comment2,真的影响了身心健康的话裸辞也没关系！多赚的那点工资还不够之后看病的，活着还是健康最重要,favor
74-2-67,comment2,太片面了，如果不考虑经济，那你裸辞后就会面临经济的焦虑，都是焦虑，最好的是练就强大内心的自己,against
74-2-69,comment2,你们都是做啥工作，心里受影响的概率大啊,none
74-2-70,comment2,xx钱是什么玩意,none
74-2-71,comment2,我是不敢轻易裸辞的，,against
74-2-73,comment2,真的了，我现在在开发公司上班从毕业到现在上班三个月每天都感觉崩溃，胖了十多斤长了一脸痘，火疖子这里没了那里又开始长，虽然每天都和自己说在逼自己一把吧，但是最后真的无能为力，每天得得瑟瑟颤颤巍巍的上班心力交瘁，父母看我压力也很大，所以我决定了年底我就要辞职啦在充实两个月，加油！,favor
74-2-81,comment2,我现在也是因为工作过度导致抑郁症，每天看着家人的担忧，才发现没有什么是比健康更重要的，支持裸辞,favor
74-2-86,comment2,没错，我前段时间感觉自己快抑郁了，所以前两天毅然决然的决定裸辞。,favor
74-2-88,comment2,我今年年初裸辞的 以前我身体很好 上班的一年经常挂水 过敏 加班太多 免疫力也下降 后来经过一番思想斗争就辞职了 今年我二十三岁想想如果现在不辞职 一直这样拖下去没有重新再来的勇气了,favor
74-2-93,comment2,我就是不敢坚定裸辞，在这家公司坚持了十六年了，用身体换来了目前相对轻松和自由，当然也有财富。如果时间倒流，我仍然不知怎么选择，这十六年我曾提出过超二十次辞职，但老板一留我就心软了。我想哪天真的离开后，写写我和我们老板的职场纠葛，真的很狗血。,against
74-2-102,comment2,是掏心窝子的话，但无论如何选择，选择前都一定要好好审视自己的内心，诚实面对自己的真实感受。,none
74-2-107,comment2,普通人裸辞后一个月找不到工作的身心健康会更严重,against
74-2-108,comment2,是的，8月份的时候我坚决的辞职了，感觉好了很多，那段时间太难熬了、感觉自己随时倒下去就起不来的那种；现在在家爽歪歪（虽然没钱和时间久了被我妈嫌弃）,favor
74-2-108-1,comment3,现在重新找工作了么,none
74-2-108-1-1,comment4,还没,none
74-2-109,comment2,裸辞的前提是有足够积蓄 没积蓄没条件建议存钱再裸辞或者边找工作 不然裸辞有时候会永远找不到工作,against
74-2-110,comment2,唉是的，赚钱不就是为了过得更好吗，要是健康都没有了就本末倒置了,favor
74-2-111,comment2,我去年就是身心健康已经严重被侵害，所以裸辞。辞职后，病了一个月的感冒咳嗽发炎没几天就好了，所以真是玄学,favor
74-2-115,comment2,当我第一次在为辞职后找好下家的时候，我说明我辞职后马上就可以入职，可是呢，当我离职了准备去下家入职的时候，对方却告知我已经另请他人了。从此之后，我都是裸辞，且让自己休息休息一个月什么的再去找下家,favor
74-2-118,comment2,我当初辞职就是裸辞，因为实在压力大，也不开心。辞职完第一时间出国旅游。那段时间太闷了,favor
74-2-119,comment2,我之前有分工作就是因为身心疲惫，心理健康受到影响才离职的，所以很认同周深的观点,favor
74-2-120,comment2,我现在就被影响着 一个临聘都敢说个 信不信我开了你,favor
74-2-128,comment2,天，不能再赞同了，在一个不合适的地方每天加班工作，身心都已经达到极限了，裸辞对我来说就是解脱。,favor
74-2-133,comment2,工作压力实在大到影响了身心健康，且长时间没法调整的，就要考虑裸辞了，然后休息下尽快找到下一份工作,favor
74-2-134,comment2,：所有人都说要有xx钱，要找好下家才敢裸辞。只有周深说当身心健康已经被影响了，就应该辞了。其实这才是真话。大家永远都在用时间和健康换财富，但千万不要忘了，很多时候财富换不回健康。,none
74-2-135,comment2,我一直觉得先找下家对我来说很难，我就想这边断干脆了，再看下家，哎,favor
74-2-139,comment2,钱是赚不完的，活着是来体验一生的，不是来比赛的,favor
74-2-140,comment2,之前的工作就是因为经常加班，而且没时间吃饭，那段时间瘦了四五斤，最后付出与收获不成正比，果断辞职了,favor
74-2-142,comment2,你看,none
74-2-143,comment2,我一直都觉得，委屈自己，生活只会越过越憋屈。树挪死人挪活，多大点事啊。我就真的，特别乐观的一个人,favor
74-2-143-3,comment3,我也是，一直觉得委屈不委屈日子都得过，何必呢，所以就算生气不会超过事情结束后三十分钟，虽然显得没心没肺，但是真的快乐。但是自己也有底线，公司实在压过我的底线了，就该换工作了,favor
74-2-149,comment2,像我这样，没工作一个月就会焦虑到觉得自己马上要睡大街的人是不敢裸辞的。什么累了就回家休息一下。我没有家。回家和在自己的出租屋没区别。还是要花钱吃饭，要交房租。要给自己买生活用品。工作就是我的命。可以的话我不会再裸辞。,against
74-2-149-3,comment3,抱抱姐妹。我八月份一气之下裸辞了，三个月没找到工作，家里还来找我要钱，焦虑得天天睡不着觉，然后长了子宫息肉，去做了手术，现在找了一个薪资还不如从前，但是我不会再裸辞了，像我这样的人不配裸辞。,against
74-2-149-4,comment3,穷人真不敢 虽然放弃工作感觉轻松了 但是家庭没钱的压力也随之而来 都累 哎,against
74-2-149-4-1,comment4,反正就是稳一点吧,against
74-2-149-9,comment3,是啊。辞职了 哪有钱花,against
74-2-149-10,comment3,对啊  其实很多人  根本就没有裸辞的底气,against
74-3,comment1,裸辞有时候也是在拯救自己，跟随自己的心就好,favor
74-3-2,comment2,可以的，我决定今天就去裸辞,favor
74-3-3,comment2,对 我也辞职了 没找到下家不知道接下来干嘛   心里其实还有一点心方方   但是你们说的话都很搓我的心啊   开心就好,favor
74-3-4,comment2,想回老家城市发展，不裸辞真的不好找工作,favor
74-3-5,comment2,毕业出来的第一份工作真的压力大到天天晚上一个人在租的房子哭，那几个月哭得比得上我这辈子哭的次数了，说完整理好就辞职的时候，那种解脱的心情真的太爽了！,favor
74-3-7,comment2,说裸辞的都是没有家庭重担的人吧。身为母亲的我，不敢想这个词 负重前行吧,against
74-3-10,comment2,裸辞有时候就是一种自我救赎,favor
74-3-11,comment2,当初是坐在那个办公室里都是想吐，一天都是待不下去，毅然裸辞直接走人。虽然空窗找工作艰难，但是，真好，外面的世界很广阔，遇见更好更合适的,favor
74-3-13,comment2,当你有房贷，有孩子，有老人要养的时候，你再试试。,against
74-3-17,comment2,我也裸辞 现在还在家 躺尸 我妈说只要不怕累 能坚持就坚持 可是我……倒也不是说怕累 主要是领导语气太不好 面试时候说的可好听  一上岗就变了,favor
74-3-19,comment2,我觉得不裸辞压力才大了，要瞒着所有人偷偷行动换个公司，好难呀内心煎熬，我每次都是裸辞的，每次的裸辞会让我短期内会有一个放空的时间，漫无目的生活很开心。,favor
74-3-24,comment2,在一定时候裸辞也许是正确的选择,favor
74-3-33,comment2,裸辞了，还没找到工作，但是不后悔辞职，如果待下去，我可能会毁灭,favor
74-3-34,comment2,长辈总是说每一份工作都不是表面上看着那么容易，所以不要轻易换工作，干着吧，可是我真的好累啊，也没人可以吐槽,favor
74-3-34-1,comment3,没关系的 如果想好了未来的路 现在辞职也没什么大不了,favor
74-3-34-1-1,comment4,就很懵，所以不敢辞，煎熬中,against
74-3-34-2,comment3,对，可是他们没办法感同身受，总是说别人都可以坚持你为什么不行，可是我身心疲惫了我就想不管不顾辞职,favor
74-3-35,comment2,我可能连裸辞都不算，因为提交辞职报告要提前一个月才能正常离职，我和主管谈论之后就直接走了，工资也不想要，如果你对你现在的工作不顺心、不开心、或者老板交代的任务做不好，请离开吧，也行这份工作并不适合你，去找一份更适合你的吧！别担心找不到好工作，或者找不到工作，因为你现在的工作也不好,favor
74-3-36,comment2,周深好温柔啊，身边全部都是对裸辞人的不理解，压力有时候不仅是自己给的，还有身边人,favor
74-3-36-2,comment3,我裸辞了2次了，这个东西，只要有过第一次，第二次就显得驾轻就熟了，屁都不用放一个就走了的感觉真的是很爽,favor
74-3-36-3,comment3,嗯嗯，我现在也是裸辞了，第一期看到他们对裸辞不理解时我也质疑自己了，觉得现在失业了就是当时裸辞的结果，但辞职时也是有过理智的思考，干了三年多的工作，职业病犯了身体也跟不上了，看不到啥工资福利，觉得没必要硬撑下去，而且在一个环境呆久人的状态也不太好,favor
74-3-39,comment2,还要看到什么程度了，就像周深说的，压力大到，继续下去，自己都要崩溃了。人是会抑郁的，如果还不鼓起勇气“裸辞”!!还不放过自己，就太危险了。现实中 还有熬不下去自杀的。从某种意义上讲，鼓起勇气“裸辞”，也是放过自己，给自己一条活路。,favor
74-3-40,comment2,我每次都是裸辞,favor
74-3-43,comment2,我现在就想裸辞，但是今年工作也不好找，裸辞就没钱了，房贷压着我，但是不想继续做现在的工作了，就处于很尴尬的状态。哎，成年人的世界好难啊,against
74-3-43-1,comment3,不知道你坐标哪里，其实机会挺多的，我裸辞两周上岗，接了70+面试电话,favor
74-3-44,comment2,就是，我就裸辞了，挣点钱是小，把我整成忧郁症就麻烦大了,favor
74-3-45,comment2,是的。我在今年春节疫情的时候，裸辞了，我的天，大年初二每天在家加班到凌晨，到了元宵，老娘真的撑不下去了，还好奖金到手了,favor
74-3-45-1,comment3,我也是疫情期间裸辞的，因为跟一个同事闹掰了，她又是某女领导的心腹，就被领导背后穿小鞋了。年终奖给我开的还不如一个新人，我一个电商运营，我也怕死，疫情期间让我们去密闭的仓库包货，不配口罩不配手套，我果断给拒绝了。后来越来越不高兴，我直接提了离职申请，领导也是象征性挽留一下,favor
74-3-45-2,comment3,是保险公司吗？我感觉我也一样,none
74-3-49,comment2,我裸辞马上就去寺庙当志愿者…不一样的方式，很放松,favor
74-3-49-3,comment3,请问去寺庙当志愿者有要求吗？是通过什么途径找的。,none
74-3-49-3-1,comment4,你看看想去哪个寺庙，他们有公众号，里边会有管理员，有时候会发招志愿者的信息的。里边有人介绍的也行，就是带好毕业证书，体检报告这些…,none
74-3-50,comment2,已经影响到自己健康的话还是裸辞比较好，毕竟上班挣钱就是为了让自己过得好啊,favor
74-4,comment1,遵从自己的内心，如果累了就休息一下吧,favor
74-4-1,comment2,我也要辞职了，每天都不开心，精神处于快崩溃的状态，明天就去提辞职，而且也想了很久了，对于自己的职业发展也有了下一步要做的目标和行动，所以我要辞职,favor
74-4-2,comment2,裸辞完后两个月没找到工作，一直被说，我就纳闷了，我这两个月不上班是会死吗？,favor
74-4-4,comment2,:上一份工作即要负责技术又要负责商务，精神的压力让我一秒患上神经性皮炎，当时产生过裸辞的想法，还好不久后被猎头挖到了新公司，发现上在新公司之前的工作由两个人+来完成的，没有那么多琐碎的工作，过得开心多了。,favor
74-4-8,comment2,所以纠结了很久 我也裸辞了,favor
74-4-8-1,comment3,已经辞职了么,none
74-4-8-1-1,comment4,辞了,favor
74-4-16,comment2,其实就是自己人生的一个选择，自己做决定的时候权衡好利弊，不盲目不冲动就好。当自己身心都已经不健康的时候，还逼自己硬撑，最后垮掉的的还是自己。当你抑郁焦虑成疾的时候，你会发现快乐开心真的好难。,favor
74-4-17,comment2,我也要辞职了   不想在现在这个工作场合工作了  每天都不开心  想放空自己 休息休息,favor
74-4-22,comment2,可惜啊，找工作不容易，大部分人都不敢辞,against
74-4-25,comment2,年纪越大就越不敢裸辞了,against
74-4-27,comment2,所以今天我辞职啦！,favor
74-4-41,comment2,好家伙！名字一模一样！,none
74-4-41-1,comment3,她改了,none
74-4-41-1-1,comment4,？？ 我是说她的网名和我的名字一样,none
74-5,comment1,自己的情况自己选择道路的方向，周深说的有道理,favor
74-5-1,comment2,你说到底是上班辛苦还是读研读博辛苦,none
74-5-2,comment2,我是想回老家发展，想裸辞，不然真的不好找工作,favor
74-5-3,comment2,我反正裸辞完挺爽的，但是现在两个月没找到工作没钱了,favor
74-5-7,comment2,这个人很低俗 。,none
74-5-9,comment2,每个人情况不一样，还是要考虑清楚，决定无关对错，适合自己就好,none
74-5-11,comment2,嗯！,none
74-5-12,comment2,有句话叫做“当断不断反受其乱”，能考虑裸辞，肯定是撑不住了！,favor
74-6,comment1,裸辞是否有误 处于个人当下遇到的事 和 想做的事...当然有的人当下心态可能是潇洒和不对的，但不代表其实那一刻的决定是真的想救自己起来！跟随自己的心 真的很重要！ 只有自己能够决定自己的走向啊！,favor
74-6-1,comment2,丹看看这条微博,none
74-6-4,comment2,我上个月底刚裸辞，就是感觉自己身心疲惫，但现在没钱花的时候又会想工作,favor
74-7,comment1,遵从自己的内心叭,favor
74-7-1,comment2,裸辞更好找工作，工作中找面试又要请假又要准备简历，找的工作又是类似的做一个月就不做的还不如回家慢慢找找肯定找得到，只要你准备好面试的东西,favor
74-9,comment1,如果是一种自救，那遵从内心真的很重要,favor
74-9-1,comment2,没错，周深这里的前提是【崩溃】，既然是以身体与健康为代价的继续，在我看来，不如裸辞，金钱财富固然重要，但生命只有一次！,favor
74-9-1-1,comment3,能活着就很好.在银行工作，从小就社恐。后来辞职了：当时已经从抑郁变成双相了。因为生病高考失利：初中年级前100，高中前500。后来就……后来裸辞：很累很累但是依旧睡不着，即使睡着了也会梦魇哭，烦躁。后来养了两只狗，去摆摊即使生活很累，但我已经没有物质追求（唯一的就是家里狗粮哈哈）,favor
74-9-1-1-1,comment4,现在我在移动上班,none
74-9-1-1-1-1,comment5,我跟你经历很相似，你在移动做什么能借我参考下嘛,none
74-10,comment1,10天前裸辞，看到这里好感动，如果不是到了非走不可的境地，不会裸辞。也许有些东西很美好，但是让你有了负担就是假象。人生这么短，在可以改变选择的情况下勇敢一点，选择让自己可以哪怕是开心一点点的，加油！,favor
74-10-1,comment2,不止一次想跳楼 所以辞职了,favor
74-10-2,comment2,我也是昨天辞职！ 我不后悔！,favor
74-10-3,comment2,裸辞+1,favor
74-10-6,comment2,8天前裸辞,favor
74-10-9,comment2,我也准备辞职了，现在在海投简历，如果没有找到工作也不会影响我裸辞的决定，因为真的做得不开心，不是自己想要做的工作，大家加油吧,favor
74-10-10,comment2,我也裸辞了，月底就走，一下子心态都好了起来。,favor
74-10-11,comment2,上个月裸辞，刚出来工作也挺难找的，断断续续找了接近大半个月 ，过程很艰难，但是最重要的是自己不后悔，中间出去玩了几天，回来继续找工作,favor
74-10-14,comment2,我也是裸辞，上月提的辞职，这月15号最后一天上班了，情绪低落在奔溃的边缘，抑郁症都快出来了，不知道未来何去何从，很害怕没有目标……,against
74-10-15,comment2,我是疫情期间裸辞的，平时家里都是打击教育，导致我有一段时间精神状态不好，现在估计是怕我有心理压力，知道我在那里干的不开心，辞了反倒是件好事了。现在在家待业，没钱接送小孩，辅导作业，我爸还给我开工资我工作一年多困难的时候都没朝我爸要过钱，现在反倒主动塞钱,favor
74-10-15-1,comment3,真羡慕...我离职前崩溃的时候 我爸永远都是说 哪个工作不这样？甚至还会说是我没有用才会导致不被领导看重...他根本不知道 那个单位只看关系不看能力十天前我硬着头皮离职了，在家每天都很开心，唯一的不开心就是我爸对我的冷暴力,favor
74-10-16,comment2,上一份工作是10月份裸辞，真的太爽了，当时笑着走出公司的然后一个月之后顺利找到了满意的新工作。,favor
74-10-17,comment2,我没勇气裸辞,against
74-10-18,comment2,我昨天裸辞，虽然有很大的压力，但真的很开心,favor
74-10-20,comment2,姐妹 我也裸辞了 上个星期 然后再深圳找工作 高不成低不就的也挺头疼，没办法呀。不工作就没饭吃,against
74-10-21,comment2,庆幸一个月多前就辞了，还有点懊恼为啥不早点辞，即使没有收入也无比的快乐，工作都会有的,favor
74-10-22,comment2,我刚裸辞完，在家休息的第五天，看到这热搜，很感慨，一辈子不长，换来开心是值得的。加油,favor
74-10-23,comment2,一周前裸辞，然后感觉整个人都轻松了，心情也好多了,favor
74-10-24,comment2,我一个月前裸辞的，哈哈哈哈，还在放飞自我，想干嘛就干嘛，这大冷的天不出去，看什么秋叶，看什么银杏大道，我还是窝起来，爽的一批，不过北京的秋天每年都不知道怎么回事就感觉过得很快，从没有好好欣赏过风景，三年前的秋天我也是辞职在家玩，冥冥中注定了,favor
74-10-26,comment2,在我还算年轻的时候，我就想裸辞，拖拖拉拉快10年过去了，这个想法隔一段时间就会出现一次，你是对的，趁年轻 免得后悔,favor
74-10-27,comment2,我也是10天前裸辞的，马上要走了,favor
74-10-29,comment2,同裸辞十天。做这个决定的时候，还是很有压力的。辞职后就马不停蹄地搬家，整个人都要抑郁。歇了这三天，感觉过来一些了。。。,favor
74-10-32,comment2,我今天刚提了裸辞，看到这里也很感动，也很后悔没有早点提离职,favor
74-10-32-1,comment3,我刚裸辞，就特别后悔上个月没说，拖来拖去反而更耽误自己，编制还能再考，待着不舒服可真的就难为自己了,favor
74-10-32-2,comment3,我辞职一个星期了,favor
74-10-32-4,comment3,裸辞是自离吗,none
74-10-33,comment2,我月底裸辞，本来心里慌慌的，看到这个热搜，心里又好过了许多,favor
74-10-33-3,comment3,我也是，月底裸辞，本来心慌慌的，看到这个热搜，心也安定下来了,favor
74-10-33-3-1,comment4,我6月裸辞，现在只后悔决定下晚了。,favor
74-11,comment1,裸辞我个人感觉就是要在心理健康和现实生活中去抉择，能做出裸辞这个决定的都很有勇气吧，但是自己心理压力过大，甚至已经影响到生活的时候，我觉得我会做出和周深一样的选择，毕竟自己开心最重要,favor
74-11-1,comment2,但是裸辞了要是长时间找不到工作焦虑之下也会影响身心健康呀，感觉自己活不好了,against
74-11-1-1,comment3,所以还是要自己深思熟虑，是否裸辞还是要因人而异的，自己权衡利弊。,none
74-11-2,comment2,我裸辞一个月了，天天睡到自然醒，想吃就吃，想玩就玩，一天比一天懒,favor
74-11-3,comment2,从来没有骑驴找马过，离职了再开始找工作，虽然没钱，但是就想乘空档期休息一下，懒人一个,favor
74-13,comment1,没有人会感同身受，做最好的自己哦,none
74-13-1,comment2,裸辞是啥意思,none
74-13-1-1,comment3,就是没找到下一任工作就直接辞掉自己现在的工作,none
74-13-1-1-1,comment4,好滴 get！,none
74-14,comment1,个人看法:如果，这份高薪的工作让我压力很大，精神很崩溃，就算它能带给我金钱，我也不会快乐的，身心都不健康了，工作的意义就失去了，这样的工作对我来说，真的是浪费时间。很多人说职场竞争大压力大，这种情况我们要适应，但是也不能一直过分地去压榨自己。（个人看法）,favor
74-14-4,comment2,我其实都还没感受到高薪以及职场的竞争压力。就开始退缩了，裸辞之后很焦虑。因为到年底了工作不好找，虽然朋友家人和我说要我先养好身体。每个人的承受程度不同。我辞职的时候上司还说不想听我的这些身体辞职原因，想听真正的辞职原因。,favor
74-14-5,comment2,银行工作两年，女生，柜员转岗到企业贷款，跨度大，压力大，觉睡不好，醒来就开始焦虑，体检也开始有各种小毛病。考虑了大半年，还是决定裸辞。很多人都不理解，为什么好好的银行不做，为什么不找好下家再离职，10月份开始强制加班到9点后，这种情况先找好下家，谈何容易！看到这里，觉得更应该随心！,favor
74-14-5-1,comment3,加油！我从银行裸辞出来之后，会有些后悔没有更好的计划再出来，但从不后悔出来，其实就是一种衡量，哪个对你更重要，而且调整自己的心态也很重要。后面有人问我银行的工资是不是比现在高一倍，为什么要出来。不在里面的人永远没办法体会到，所以我也从来不问人为什么不留在原来的公司，往前看不回头,favor
74-14-6,comment2,如果你觉得，你很焦虑很崩溃，但是你要养家糊口，你必须需要这份工作，那就别忘记及时调节好自己的心态。对于现在没有自己家庭的我，始终认为裸辞是对的。但是裸辞到底正确与否，说白了，在你自己，需要你真的好好问问自己，到底哪一个选择，能让你更好地生活下去。因人而已，遵从内心,favor
74-18,comment1,除了周深说的已经影响自己身心健康的情况，我感觉要不要裸辞或者要不要下定决心，不妨问自己几个问题。 1、是不是真的坚持不下去？ 2、继续下去是否对自己毫无益处？ 3、有没有明确的下一步目标？ 4、能不能为了那个目标不顾一切。 如果答案都是yes！那么，我支持辞职。,favor
74-18-2,comment2,如果第一个问题是yes，那就只有一条路走，辞职,favor
74-18-2-1,comment3,嗯，我是不想要太冲动做决定，因为有时候是以为的坚持不了 其实换个思路或者换个场合，又可以了。因为裸辞后真的压力也很大，亲身经历。还是希望大家都冷静考虑清楚。,against
74-18-6,comment2,辞职不会是一时冲动。比你这几点想的更多，人都是趋利避害的。而且辞职的时候这个想法到实施，可能半年一年甚至更久的考虑。,favor
74-18-6-2,comment3,是的，这几个问题太极端了，辞职多数应该是权衡利弊，不可能百利无一害,favor
74-18-6-2-1,comment4,是的，各人情况都不一样。因为我当年是上班真的看不到未来，每天干的活与自己的规划没有帮助，真的扛不下去不管怎么样都要考虑清楚，这绝不是能冲动的事。,favor
74-18-6-2-1-1,comment5,所以姐妹后来考公成功了嘛,none
75,background,你们觉得#年轻人到底该不该裸辞#？ ​​​,none
75-2,comment1,我觉得还是别了，凡事不要冲动！,against
75-2-3,comment2,是的赞同,against
75-4,comment1,不应该吧，年轻人还是得谨慎一点,against
75-4-1,comment2,要是成家以后就更不能冲动了,against
75-4-2,comment2,对的,against
75-4-4,comment2,我觉得是啊,against
75-5,comment1,还是建议至少有一点能力再辞职吧,against
75-5-1,comment2,没毛病,against
75-5-2,comment2,有道理,against
75-7,comment1,想清楚在决定 不要冲动,against
75-7-1,comment2,哈哈哈可以,against
75-8,comment1,年轻人就应该多走走,favor
75-12,comment1,我觉得不应该，凡事还得多想想,against
75-13,comment1,想清楚再决定，不能太冲动！,against
75-19,comment1,妈妈同事家的孩子，原来国企中铁某局，19年十一月份辞职…到现在找不到工作，之前月薪6000+现在没收入她妈妈每个月给1000，不知道裸辞到底该不该，但是至少要骑驴找驴，有退路吧，反正我是觉得要钱的滋味不好受，就算不喜欢，每月开工资时还是快乐的吧,against
76,background,#年轻人到底该不该裸辞#如果是你，你会选择裸辞吗？ ​​​,favor
76-1,comment1,啥家庭啊  敢裸辞,against
76-2,comment1,19年毕业找到工作20年就裸辞了,favor
76-3,comment1,老子愿意,favor
76-4,comment1,裸辞得有矿吧,against
76-7,comment1,裸辞 呆了半年 十月份刚上班,favor
76-8,comment1,不敢 实在没有底气,against
76-9,comment1,我今天刚办完离职，裸辞,favor
76-10,comment1,我的余额不允许我裸辞,against
76-12,comment1,会。工作不好就换个工作,favor
76-14,comment1,不会,against
76-15,comment1,不会,against
76-16,comment1,我30岁刚结婚，裸辞，感觉所有人都不理解我包括老公，很难过,favor
76-17,comment1,会裸辞,favor
76-19,comment1,尝试过了,favor
77,background,#裸辞一个月后才明白的道理# 人生还有很长的路要走，很多的怪要打 #就是要大笑# ​​​,favor
77-1,comment1,因为工作身体出现了问题，辞掉工作是最好选择，但是最近好纠结，希望给个意见,none
77-1-1,comment2,公司给我强行换岗，做的非常不适应，非常焦虑，新岗位24h待命，工资还比之前低，准备离职,favor
77-1-2,comment2,上班搬东西先兆流产了，老板也怕我家属去闹事,none
77-1-4,comment2,工作了9年，最后身体抑郁，后悔应该早点辞职,favor
77-1-6,comment2,我也是因为身体原因裸辞了,favor
77-1-7,comment2,辞！我离开了好多了，身体好一点了，找对的地方调整自己！,favor
77-1-8,comment2,建议辞职。我去年就是，身体非常不好，严重失眠还得了荨麻疹，精神很不好，然后辞职回老家了，在家歇了一个月，好的非常迅速,favor
77-1-9,comment2,身体出现了问题就义无反顾的辞职吧,favor
77-1-10,comment2,跟你一样五年没上班，但是身体好了,favor
77-1-11,comment2,没了身体，钱有何用？,favor
77-1-12,comment2,我有段时间因为工作的事情，连续失眠好久，最后中耳炎胆脂瘤导致听力下降去做手术…根本不值得…,favor
77-1-14,comment2,我是身体，心理都出现问题了，辞掉了工作十八年的单位。刚开始会不适应，不能接受这种“废”的状态，但是三年过去了，身体和心理都在恢复健康，比以前快乐很多。看世界都不一样了。,favor
77-1-15,comment2,建议好好休息一下吧，心理出现了问题会影响生理，我就是,favor
77-1-16,comment2,钱没命重要，钱多钱少都是过，唯一区别就是大奔和自行车的区别，但是大奔能给你带来只是脸面，但是自行车不一样了它能给你带来健康，钱是赚不完的，百分之八十五的人进了医院再多的钱都是给医院挣得，年轻人清醒点,favor
77-1-17,comment2,我们差不多，我是再不辞职就得吃药了，辞职后用了半年才把自己调整好，心理的问题会比器官上的对人的影响更可怕，辞职吧，解救自己,favor
77-1-19,comment2,因为工作环境压力大，我本身胃不大好，工作一年得了胃炎 反胃，紧张的时候心脏会不舒服 已经辞职了 在调理身体中,favor
77-1-23,comment2,我也是，待了四年，加了三年的班，每天九点到十点下班，掉发问题越来越严重，今年胃炎也来了，在烧心和反胃的过程中，果断决定了裸辞，还是命重要,favor
77-1-24,comment2,说句实话走吧  我就是我就是总加班，还没有加班费，上个月肝体检都不正常了  我就给家里打电话了 我爸说我我可没有肝给你 但是我可以养你所以我就准备回家了 毕竟24岁，我可不想生命停止在24岁,favor
77-1-25,comment2,我提了离职 老板现在还在劝我 但我内心还是比较坚定的  计划离职后续上我之前的中药 好好调理下,favor
77-1-27,comment2,这个我现身说法吧，以前上班焦虑得成宿睡不着，头发掉的吓人，现在离职快5个月了，我的头发每天才掉一两根，皮肤感觉也比以前好了，睡得也很好,favor
77-1-28,comment2,我今天刚辞了，养了俩娃，还着两个房贷我都毅然决然的辞了，腰疼，脊椎颈椎都不好，昨天跟领导说了辞职后顿时觉得清爽！,favor
77-1-29,comment2,辞  身体才是本钱,favor
77-1-30,comment2,命重要，每天要开开心心哦。️,favor
77-1-31,comment2,离职吧，先把身体养好,favor
77-1-32,comment2,辞职真的治百病..,favor
77-1-33,comment2,好好养身体比什么都重要，糟糕的工作不值得浪费时间，继续干只会越来越糟,favor
77-1-34,comment2,建议辞职，不要等医院住一天的花费比你一个月工资还高再来后悔，养好身体就是最大地赚钱省钱了,favor
77-1-35,comment2,我就是身体出问题了，然后因为工作情绪心态各种都出问题，那时候实在是上班去上坟，不想接到客户信息，想轻轻松松过一天的那种。虽然工作在办公室，不辛苦，但是心里辛苦，所以还是辞职，待业一年多了看了一年的病，也不断在调整自己的心态。,favor
77-1-35-1,comment3,我也是,favor
